,text,task_2,PRFN,OFFN,NONE,c_text
2136,Tota if Seychelles has fully vaccinated more than 60 % of its population mme dipalo tsa bone tsa COVID di oketsegile like crazy. Aaah.  I know the vaccine is not a cure but this is not good gotlhelele😲 #CovidVaccine,NONE,0,0,1,tota if seychelles has fully vaccinated more than 60  of its population mme dipalo tsa bone tsa covid di oketsegile like crazy aaah  i know the vaccine is not a cure but this is not good gotlheleleastonished face covidvaccine
2137,What the hell is happening in the country? Where's the PM and why is the CM for Delhi? It's better that PM should immediately resign. #ResignPMmodi https://t.co/sbSJYJMkah,HATE,0,0,0,what the hell is happening in the country where's the pm and why is the cm for delhi it's better that pm should immediately resign resignpmmodi httpstcosbsjyjmkah
2138,#OxygenChorIndia  #ResignModi #IndiaFightsCorona #Resign_PM_Modi Our Nation is perishing. The people have been deceived. The great country of india is now degraded by many accusations. The Modi Government is fully responsible for this.,HATE,0,0,0,oxygenchorindia  resignmodi indiafightscorona resignpmmodi our nation is perishing the people have been deceived the great country of india is now degraded by many accusations the modi government is fully responsible for this
2139,Pussy reveal?? — nope she’s too pretty  https://t.co/dvbpnhSd7W,PRFN,1,0,0,pussy reveal — nope she’s too pretty  httpstcodvbpnhsd7w
2140,I broke u off when them fuck niggas wouldn’t give u a dime I ain’t owe u shit nigga I just wanted to see u shine,PRFN,1,0,0,i broke u off when them fuck niggas wouldn’t give u a dime i ain’t owe u shit nigga i just wanted to see u shine
2141,@AlpanaBasu5 @Rishabh73984824 @MamataOfficial @RahulGandhi It's very very unfortunate!she is agreed there is violence&amp; she takes responsibility for the ongoing violence in the state ..Red Volunteers were brutally beaten up in state.. #BengalBurning #,HATE,0,0,0,    it's very very unfortunateshe is agreed there is violenceamp she takes responsibility for the ongoing violence in the state red volunteers were brutally beaten up in state bengalburning 
2142,@limsa_brominsa oh i FELT that ive barely progressed but that bitch has taken all my nectars so far and i will not cease,OFFN,0,1,0,brominsa oh i felt that ive barely progressed but that bitch has taken all my nectars so far and i will not cease
2143,"Everyone knows, Govt. was more focused on Bengal Elections than managing COVID crisis in India, Just imagine 5 States have elections next year. So, If u r not dead in 2020 due to poor management &amp; govt failure, you'll be next year Sorry, Dark but truth.. #IndiaCovidCrisis",HATE,0,0,0,everyone knows govt was more focused on bengal elections than managing covid crisis in india just imagine 5 states have elections next year so if u r not dead in 2020 due to poor management amp govt failure you'll be next year sorry dark but truth indiacovidcrisis
2144,But also....my baby father told me to stop giving her pussy away so we bout to have a conundrum on our hands real soon.,PRFN,1,0,0,but alsomy baby father told me to stop giving her pussy away so we bout to have a conundrum on our hands real soon
2145,Ayo why do I feel like Iâ€™m having an acid trip???? My whole vision is making patterns and shit bruh Iâ€™m legitimately scared what the hell is this,PRFN,1,0,0,ayo why do i feel like iâ€trade markm having an acid trip my whole vision is making patterns and shit bruh iâ€trade markm legitimately scared what the hell is this
2146,"@narendramodi in center and @TelanganaCMO in state seem to only care about their elections and their power. So called pandemic and people are not priority. We elected them, how terrible are we? Complete breakdown.  #IndiaCovidCrisis #IndiaChoked #Telangana #KCR",NONE,0,0,1, in center and  in state seem to only care about their elections and their power so called pandemic and people are not priority we elected them how terrible are we complete breakdown  indiacovidcrisis indiachoked telangana kcr
2147,"The way I see it is if youâ€™re being a dick then yeah apologize. Other then that, yeah they can go fuck themselves lol.",PRFN,1,0,0,the way i see it is if youâ€trade markre being a dick then yeah apologize other then that yeah they can go fuck themselves lol
2148,@pierretauri stop watching prison break before i legitimately shit myself at this part of the FILM you MOTHER FUCKER,OFFN,0,1,0, stop watching prison break before i legitimately shit myself at this part of the film you mother fucker
2149,The Vaccination drive by Modi Govt has proven to be a big failure. #ModiKaVaccineJumla,NONE,0,0,1,the vaccination drive by modi govt has proven to be a big failure modikavaccinejumla
2150,"There has never been a more perfect time for that girl who lost her NASA internship because she said ""fuck you"" to a member of the National Space Council to resurface",PRFN,1,0,0,there has never been a more perfect time for that girl who lost her nasa internship because she said fuck you to a member of the national space council to resurface
2151,Modi ji brought disaster because of his carelessness #ModiKaVaccineJumla https://t.co/84F1ojjin3,OFFN,0,1,0,modi ji brought disaster because of his carelessness modikavaccinejumla httpstco84f1ojjin3
2152,"Shitbag Carlo, contracts mean fuck all now days.",OFFN,0,1,0,shitbag carlo contracts mean fuck all now days
2153,@ByeByeFlawless Mfs be like make it a spicy Bloody Mary lol bitch whet? 😂. Peppered tomato drink bih 🤣😅,PRFN,1,0,0, mfs be like make it a spicy bloody mary lol bitch whet face with tears of joy peppered tomato drink bih rolling on the floor laughingsmiling face with open mouth  cold sweat
2154,"Asalu meru edi sarigga predict chesaru ani past lo,ippudu idhi unpredictable avataniki #BjpDestroyedIndia #BJPFailsIndia   You made election as priority when states &amp; people were struggling, you don't deserve to be pm.Enough of this nonsense #ResignPMmodi @PMOIndia @narendramodi https://t.co/QHTR3wJVeM",NONE,0,0,1,asalu meru edi sarigga predict chesaru ani past loippudu idhi unpredictable avataniki bjpdestroyedindia bjpfailsindia   you made election as priority when states amp people were struggling you don't deserve to be pmenough of this nonsense resignpmmodi   httpstcoqhtr3wjvem
2155,"@maodada15 @skr_brahmbhatt @EconomicTimes Those who invented the #WuhanVirus ,helped it to spread across the world and killed millions of people shouldn't talk about it.We know your country also suffered a lot.The difference is Your country is  a autocracy where every data is hidden and ours is a democracy...",NONE,0,0,1, brahmbhatt  those who invented the wuhanvirus helped it to spread across the world and killed millions of people shouldn't talk about itwe know your country also suffered a lotthe difference is your country is  a autocracy where every data is hidden and ours is a democracy
2156,"My friend asked what it would take to get me to stay at my job. I told her that if they all eat a dick, I'll stay.",PRFN,1,0,0,my friend asked what it would take to get me to stay at my job i told her that if they all eat a dick i'll stay
2157,This how you use to hold ya dick head as a kid when you had to go NEOW https://t.co/8iN4e7BDei,PRFN,1,0,0,this how you use to hold ya dick head as a kid when you had to go neow httpstco8in4e7bdei
2158,"@NECacophony @QCCLondon @strezl Bloody hell, make your mind up. Is asking questions and other views bigotry or is it not?",PRFN,1,0,0,   bloody hell make your mind up is asking questions and other views bigotry or is it not
2159,"@OpIndia_com Shame on Amit shah, He must impose President rule immediately in Bengal, no more death of BJP worker in Bengal #BengalBurning #PresidentsRuleinBengal",OFFN,0,1,0,com shame on amit shah he must impose president rule immediately in bengal no more death of bjp worker in bengal bengalburning presidentsruleinbengal
2160,"@Peacefulnues @LogiccalVera @DObialunamma @IsrealGeraldine U see ur level of understanding? Smh.Come to think of it,,I even DOWNGRADED myself to engage with a sanitary pad as you, pussy-licking a public toilet and defending her for 1STLY lettin her brothe",OFFN,0,1,0,    u see ur level of understanding smhcome to think of iti even downgraded myself to engage with a sanitary pad as you pussylicking a public toilet and defending her for 1stly lettin her brothe
2161,"@XXXW0RLD both, a dick is a dick!",PRFN,1,0,0, both a dick is a dick
2162,1. Don't be a dick,PRFN,1,0,0,1 don't be a dick
2163,"/3 @Tejasvi_Surya you haven't learnt even from incident of shaming Arab females in the past which lead to shame of the nation in Middle East your #Islamophobia has been visible. Be human stop this nonsense, it's hard for your mindset but give it a try and sanitize your soul.",OFFN,0,1,0,3 surya you haven't learnt even from incident of shaming arab females in the past which lead to shame of the nation in middle east your islamophobia has been visible be human stop this nonsense it's hard for your mindset but give it a try and sanitize your soul
2164,I cannot register for tomorrow vaccination because Website is showing this is only eligible for 45+ age  #ModiKaVaccineJumla,NONE,0,0,1,i cannot register for tomorrow vaccination because website is showing this is only eligible for 45 age  modikavaccinejumla
2165,@CAA_Official I fail to see why this is bothering you personally enough to the point that you have to make a post about it. Who gives a fuck what everyone else does? Let people celebrate someoneâ€™s birthday instead of being a stuck up douchebag,PRFN,1,0,0,official i fail to see why this is bothering you personally enough to the point that you have to make a post about it who gives a fuck what everyone else does let people celebrate someoneâ€trade marks birthday instead of being a stuck up douchebag
2166,"Very sad to hear that Ilford Islamic Centre (Albert Road) was the victim of a cowardly premeditated Islamophobic attack tonight at 11pm, eggs and other items thrown at worshippers, 5 ppl hit, thankfully no serious injuries. #Islamophobia https://t.co/g2f669k588",HATE,0,0,0,very sad to hear that ilford islamic centre albert road was the victim of a cowardly premeditated islamophobic attack tonight at 11pm eggs and other items thrown at worshippers 5 ppl hit thankfully no serious injuries islamophobia httpstcog2f669k588
2167,"@momrinho My take is that Eileen is still a cunt (who does laughable community theatre now, lmaooooo) and that goes for anyone else involved in the VP shit",PRFN,1,0,0, my take is that eileen is still a cunt who does laughable community theatre now lmaooooo and that goes for anyone else involved in the vp shit
2168,"#LondonMosqueAttack: Stones and eggs hurled at Muslim worshippers. 'we're used to it, says the centre's secretary.' No. Let's not get used to it. This is not ok and should not be accepted by anyone. #Islamophobia #londonattack @MuslimCouncil @SadiqKhan https://t.co/JhCu4fcwTY",NONE,0,0,1,londonmosqueattack stones and eggs hurled at muslim worshippers 'we're used to it says the centre's secretary' no let's not get used to it this is not ok and should not be accepted by anyone islamophobia londonattack   httpstcojhcu4fcwty
2169,@AvirWithINC Rather than taking action on pandemic. Govt is more concerned what people posted on Social media &amp; how dare they? Went one more step to challenge foreign media that how can they write that govt failed to take actions. Control pandemic or,NONE,0,0,1, rather than taking action on pandemic govt is more concerned what people posted on social media amp how dare they went one more step to challenge foreign media that how can they write that govt failed to take actions control pandemic or
2170,Another wanker scared of women 😹 https://t.co/cXXntZ6Pwu,PRFN,1,0,0,another wanker scared of women cat face with tears of joy httpstcocxxntz6pwu
2171,"#IndiaCovidCrisis  Caused by terrible leadership.  Modi is undermining Indiaâs constitution, disregarding scientists, his health minister says cow urine could cure Covid!  Too bad innocent people are paying the price of political incompetence and hubris... https://t.co/kR1VIwqdQ8",OFFN,0,1,0,indiacovidcrisis  caused by terrible leadership  modi is undermining indiaâs constitution disregarding scientists his health minister says cow urine could cure covid  too bad innocent people are paying the price of political incompetence and hubris httpstcokr1viwqdq8
2172,"@auxtin_ilu @kinghills42 @Ekitipikin Twat ....go and meet her face to face insult her keyboard warrior yenyenyen... She's in her multi-millions made for life, dey here dey cry cut one... Bye sissy",PRFN,1,0,0,ilu   twat go and meet her face to face insult her keyboard warrior yenyenyen she's in her multimillions made for life dey here dey cry cut one bye sissy
2173,"I'm on the verge of my tears, final year students are going to serve on the place of our precious doctors-we lost in this black period. What have we made our country? This literally shatters me.  #IndiaCovidCrisis #PMCaresFunds #PMModi #CovidIndia #COVID19 #AmitShah #Government",NONE,0,0,1,i'm on the verge of my tears final year students are going to serve on the place of our precious doctorswe lost in this black period what have we made our country this literally shatters me  indiacovidcrisis pmcaresfunds pmmodi covidindia covid19 amitshah government
2174,"@narendramodi #Resign_PM_Modi India deserves someone much better than you , India is in this situation because of your incompetance , shame on BJP and NDA , now no one is going to trust this lair political party who ruined everything and coz of you people",PRFN,1,0,0, resignpmmodi india deserves someone much better than you  india is in this situation because of your incompetance  shame on bjp and nda  now no one is going to trust this lair political party who ruined everything and coz of you people
2175,@Mukhtar_iam @662Maz I block nasty folk like him out of the gate. Means I can snipe their comments and leave love messages in their threads.  No interest in communicating with him - his mindsets are ten a penny - but I like to illustrate what a creepy shitbag I think he is from time to time. https://t.co/SDMF3ckLrW,NONE,0,0,1,iam  i block nasty folk like him out of the gate means i can snipe their comments and leave love messages in their threads  no interest in communicating with him  his mindsets are ten a penny  but i like to illustrate what a creepy shitbag i think he is from time to time httpstcosdmf3cklrw
2176,@ciaran_s21 @james_e1der Hate to be a boring cunt but you can't sweat out alcohol. What you were in fact doing is dehydrating your body more than what it already was after drinking alcohol therefor making your body/brain struggle to function due to lack,NONE,0,0,1,s21 e1der hate to be a boring cunt but you can't sweat out alcohol what you were in fact doing is dehydrating your body more than what it already was after drinking alcohol therefor making your bodybrain struggle to function due to lack
2177,@narendramodi @PMOIndia @AmitShah @rashtrapatibhvn Respected members I and my family members cancelled all our programs at the time of elections and voted for you people Now i feel I did wrongWB is burning and Mamata is taking oath #BengalBurning #PresidentsRuleinBengal,NONE,0,0,1,    respected members i and my family members cancelled all our programs at the time of elections and voted for you people now i feel i did wrongwb is burning and mamata is taking oath bengalburning presidentsruleinbengal
2178,"@amitmalviya has led center to push harder to improve the health infrastructure, while the states kept on w/ their agenda shamelessly!  #Kejriwal_Exposed  #IndiaCovidCrisis",NONE,0,0,1, has led center to push harder to improve the health infrastructure while the states kept on w their agenda shamelessly  kejriwalexposed  indiacovidcrisis
2179,"The enormity of the situation back home is too painful to ignore or not be aware of. Here's a fundraiser, I've started to help people in some way. #IndiaCovidCrisis   Help India Survive COVID-19 https://t.co/T5oDwFmWMi",NONE,0,0,1,the enormity of the situation back home is too painful to ignore or not be aware of here's a fundraiser i've started to help people in some way indiacovidcrisis   help india survive covid19 httpstcot5odwfmwmi
2180,@CharuPragya @realshooterdadi #CKMKB  #chinesevirus #wuhanvirus #labmadevirus #chinamadevirus #shameonyouchina coz of u we have lost our loving dadi Ji!!! 🙏🙏,NONE,0,0,1,  ckmkb  chinesevirus wuhanvirus labmadevirus chinamadevirus shameonyouchina coz of u we have lost our loving dadi ji folded handsfolded hands
2181,I don’t care if this upsets people but Muslims are treated vastly different than other Americans and that is just a sad fact #Equality #Truth #Muslim #America #Islamophobia,NONE,0,0,1,i don’t care if this upsets people but muslims are treated vastly different than other americans and that is just a sad fact equality truth muslim america islamophobia
2182,"@dave_bennett85 As much as I love giving yous shit on here, it couldnt be more true.",NONE,0,0,1,bennett85 as much as i love giving yous shit on here it couldnt be more true
2183,@republic Please understand by now that power and money can't save lives but good karma can. Please repent and take responsibility. Where is your salary payer. #ResignModi #,NONE,0,0,1, please understand by now that power and money can't save lives but good karma can please repent and take responsibility where is your salary payer resignmodi 
2184,@rjsports1 @sterling7 @England Full kit wanker,PRFN,1,0,0,   full kit wanker
2185,"@kgopotsoradebe Cheating, is when u fuck the dick that doesn't belong to u.",PRFN,1,0,0, cheating is when u fuck the dick that doesn't belong to u
2186,@vinodkapri Total people vaccinated:  First 7 days of month (01-07 Apr 21): 2.50 crore  Last 7 days of month (24-30 Apr 21): 1.66 crore  The drastic reduction in the numbers of people getting vaccinated is only due to shortage of vaccine.  It is utter failure of Modi govt.  #ResignModi,HATE,0,0,0, total people vaccinated  first 7 days of month 0107 apr 21 250 crore  last 7 days of month 2430 apr 21 166 crore  the drastic reduction in the numbers of people getting vaccinated is only due to shortage of vaccine  it is utter failure of modi govt  resignmodi
2187,"Math ho ya life, we all are ruined by ""X and LOG"" . . ... . .. ..... . ..  .. #Essay #Mumbai #quotes #ExitPolls #YouTube #IStandWithShaileshYadav #Oxygen #FridayFeeling #ZIMvPAK #COVID19India #ChandroTomar #ModiKaVaccineJumla",NONE,0,0,1,math ho ya life we all are ruined by x and log           essay mumbai quotes exitpolls youtube istandwithshaileshyadav oxygen fridayfeeling zimvpak covid19india chandrotomar modikavaccinejumla
2188,I would of said fuck off if they approached MY gay boat ðŸ–•ðŸ˜‚ https://t.co/Z4dAIreeJA,PRFN,1,0,0,i would of said fuck off if they approached my gay boat ðÿ–•ðÿ˜‚ httpstcoz4daireeja
2189,"#ModiFailsIndia #ResignModi India's Covid vaccine shortage: The desperate wait gets longer. Exported 6cr vaccines to enhance his image. Worse, vaccine stocks in the country have nearly dried up, and no-one is sure when more will arrive. Incompetent PM. #WhereAreVaccines ? https://t.co/1cYupKJW6L",HATE,0,0,0,modifailsindia resignmodi india's covid vaccine shortage the desperate wait gets longer exported 6cr vaccines to enhance his image worse vaccine stocks in the country have nearly dried up and noone is sure when more will arrive incompetent pm wherearevaccines  httpstco1cyupkjw6l
2190,What up? Got my first jab this morning. The @NHSuk nurse had a velvet touch that I didnâ€™t feel a prick on my skin. Then I ran back home getting a 12Km in the can in case I feel shitty later today. Next one in July. Letâ€™s beat this bitch! #CovidVaccine #aztrazeneca #GetVaccinated https://t.co/8lUs3Uk9em,NONE,0,0,1,what up got my first jab this morning the  nurse had a velvet touch that i didnâ€trade markt feel a prick on my skin then i ran back home getting a 12km in the can in case i feel shitty later today next one in july letâ€trade marks beat this bitch covidvaccine aztrazeneca getvaccinated httpstco8lus3uk9em
2191,The images from the #IndiaCovidCrisis are real. Brazil’s crisis has been real. Canada is struggling. México has been a mess. We are not safe until everyone is safe. Get over yourselves and #getyourvaccine,NONE,0,0,1,the images from the indiacovidcrisis are real brazil’s crisis has been real canada is struggling méxico has been a mess we are not safe until everyone is safe get over yourselves and getyourvaccine
2192,"@Dev_Fadnavis We progressive people are more worried for medical emergency that has happened in country. We want bjp to be washed away from country as modi made disaster is been suffered by all of us. Especially hindus too. This is bjp made politics, delhi kaand koi nahi bhula. #ResignModi",HATE,0,0,0,fadnavis we progressive people are more worried for medical emergency that has happened in country we want bjp to be washed away from country as modi made disaster is been suffered by all of us especially hindus too this is bjp made politics delhi kaand koi nahi bhula resignmodi
2193,#UPDATE : Shame on CCP media !  Captions on the picture read “Lighting a Fire in China VS Lighting a Fire in India”  #wuhanvirus #chinesevirus https://t.co/9iBoRHjmQ5,HATE,0,0,0,update  shame on ccp media   captions on the picture read “lighting a fire in china vs lighting a fire in india”  wuhanvirus chinesevirus httpstco9iborhjmq5
2194,Well that uncontrolled falling rocket launched by china made up for the post mocking cremation of deased #wuhanvirus victims in India. It reads how china uses fire Vs how India uses fire. Karma is a bitch motherfuckers 😆 https://t.co/o85xAhr0qT,PRFN,1,0,0,well that uncontrolled falling rocket launched by china made up for the post mocking cremation of deased wuhanvirus victims in india it reads how china uses fire vs how india uses fire karma is a bitch motherfuckers smiling face with open mouth  closed eyes httpstcoo85xahr0qt
2195,"â€œHundreds of thousands of us will die, unnecessarily, if you donâ€™t go. So, go now. Jhola utha ke.â€ ~ Arundhati Roy #ResignModi #Resign_PM_Modi https://t.co/0nVQLu0nHD",HATE,0,0,0,â€œhundreds of thousands of us will die unnecessarily if you donâ€trade markt go so go now jhola utha keâ€  arundhati roy resignmodi resignpmmodi httpstco0nvqlu0nhd
2196,"@MADIBAX2 @violenceoflagos @SaharaReporters U son of a bitch, sons of bitches",OFFN,0,1,0,   u son of a bitch sons of bitches
2197,@BJP4India @BJP4Karnataka is doing all thing to ruin BJP's image. When lockdown in force these people are protesting. Shame on them. Touching new low everyday #BengalBurning #BengalViolence https://t.co/cFDgRQZqRa,HATE,0,0,0,  is doing all thing to ruin bjp's image when lockdown in force these people are protesting shame on them touching new low everyday bengalburning bengalviolence httpstcocfdgrqzqra
2198,"Got another news, my father's friend died due to delayed oxygen delivery 😔🙏 unka poora parisar +ve ho gya hai, Why God Why, why are you so cruel💔  R. I. P Suresh Uncle 🥺  Everyone please be safe from #COVIDSecondWave #IndiaChoked  #IndianLivesMatter #IndiaCovidCrisis #Corona",NONE,0,0,1,got another news my father's friend died due to delayed oxygen delivery pensive facefolded hands unka poora parisar ve ho gya hai why god why why are you so cruelbroken heart  r i p suresh uncle 🥺  everyone please be safe from covidsecondwave indiachoked  indianlivesmatter indiacovidcrisis corona
2199,He did it. The son of a bitch did it. Congratulations @tomdelonge ððððð https://t.co/3hKOYRc1y3,NONE,0,0,1,he did it the son of a bitch did it congratulations  ððððð httpstco3hkoyrc1y3
2200,@andysixone Proper wanker,PRFN,1,0,0, proper wanker
2201,"@ShekharGupta Nobody would be called to account because ""dallal"" journalists like you are sold out &amp; don't even have the guts to name the person responsible for the COVID crisis in India. #ModiKaVaccineJumla",OFFN,0,1,0, nobody would be called to account because dallal journalists like you are sold out amp don't even have the guts to name the person responsible for the covid crisis in india modikavaccinejumla
2202,lemon demon fnf is so dumb and ugly motherfucker you are a lemon and you're fucking BALD I hate you,OFFN,0,1,0,lemon demon fnf is so dumb and ugly motherfucker you are a lemon and you're fucking bald i hate you
2203,@szvan @nicoleintrovert Woman you are a fucking nut job. You see me trying to be nice to the woman and make sure she knows I have no ill will and you have to come in and shit all over it. Nice you a piece of work.,OFFN,0,1,0,  woman you are a fucking nut job you see me trying to be nice to the woman and make sure she knows i have no ill will and you have to come in and shit all over it nice you a piece of work
2204,@narendramodi @MamataOfficial Pls get retired we don't need you any more neither you can save people life from corona nor lives of innocent BJP workers in Bengal .#ResignModi,NONE,0,0,1,  pls get retired we don't need you any more neither you can save people life from corona nor lives of innocent bjp workers in bengal resignmodi
2205,Death Sorry Grievance have become regular visitors .  #CKMKB  #ChineseVirus,NONE,0,0,1,death sorry grievance have become regular visitors   ckmkb  chinesevirus
2206,@rssurjewala @INCIndia Moral responsibility is felt by people who have moral values ! We talking about evil people here . Get them down and jail them #ResignPMmodi,HATE,0,0,0,  moral responsibility is felt by people who have moral values  we talking about evil people here  get them down and jail them resignpmmodi
2207,R.I.P that pussy,PRFN,1,0,0,rip that pussy
2208,"#ResignPMmodi  When Religion , personal faith of a individual , when this personal faith became a major deciding factor for electing a government , We can see now how we are suffering ... Painful to see our India suffering like this....",NONE,0,0,1,resignpmmodi  when religion  personal faith of a individual  when this personal faith became a major deciding factor for electing a government  we can see now how we are suffering  painful to see our india suffering like this
2209,@pbhushan1 #ResignModi..What should've done for this govt to be opposed Nothing ..not even the farmers strike has moved this Evil Modi,OFFN,0,1,0, resignmodiwhat should've done for this govt to be opposed nothing not even the farmers strike has moved this evil modi
2210,Says the killer of her own people for political hatred! #BengalBurning https://t.co/tEDgJ008RD,NONE,0,0,1,says the killer of her own people for political hatred bengalburning httpstcotedgj008rd
2211,Rah a year has nearly gone past and u already licking another asshole 🌝,PRFN,1,0,0,rah a year has nearly gone past and u already licking another asshole full moon with face
2212,@HemantSorenJMM I also expect the same from this horrified CM of Jharkahand.. giving him some important tips to control the horrible situation due to #ChineseVirus by the PM of the country.. this bafoon @HemantSorenJMM totally failed to understand the con,OFFN,0,1,0, i also expect the same from this horrified cm of jharkahand giving him some important tips to control the horrible situation due to chinesevirus by the pm of the country this bafoon  totally failed to understand the con
2213,Little dick shouldnâ€™t come with a headache...my head already hurt from sucking it.,PRFN,1,0,0,little dick shouldnâ€trade markt come with a headachemy head already hurt from sucking it
2214,@AbeFace @ROWTHAPRODUCT @Dave8588154311 You two - back on track! We’re talking to the routing number. For fuck sake.,PRFN,1,0,0,   you two  back on track we’re talking to the routing number for fuck sake
2215,"A two term absolute majority government cannot even save their own karyakartas. They are being raped, slaughtered, burnt alive in GENOCIDE of West Bengal. Their only fault was that they didn't know they are supporting a party of cowards. #SpinlessBJP #CruelMamata #BengalBurning",HATE,0,0,0,a two term absolute majority government cannot even save their own karyakartas they are being raped slaughtered burnt alive in genocide of west bengal their only fault was that they didn't know they are supporting a party of cowards spinlessbjp cruelmamata bengalburning
2216,"@dwnews Human Being harshly criticized USA as the most selfish country , has no respect to human right... hoarding vaccines. Disregard SERUM CEO appeal refused to lift vaccine raw material export to India for weeks #IndiaCovidCrisis",HATE,0,0,0, human being harshly criticized usa as the most selfish country  has no respect to human right hoarding vaccines disregard serum ceo appeal refused to lift vaccine raw material export to india for weeks indiacovidcrisis
2217,get this bloody burger off my head before I stab a bitch,PRFN,1,0,0,get this bloody burger off my head before i stab a bitch
2218,"@PMOIndia @narendramodi  u are worthless ,because of you people are dying out there and you don't u even care.there is nothing in hospitals not even beds and oxygen cylinders basic things are not even  available shame on u #ModiMadeDisaster #ResignModi  #ModiFailsIndia",OFFN,0,1,0,   u are worthless because of you people are dying out there and you don't u even carethere is nothing in hospitals not even beds and oxygen cylinders basic things are not even  available shame on u modimadedisaster resignmodi  modifailsindia
2219,"Just watched @clarissaward CNN report on #IndiaCovidCrisis. Genuinely horrified at the devastation of lives, no oxygen, minimum medical staff to breaking point &amp; so much preventable pain &amp; loss  It's depraved indifference to life &amp; criminal negligence by Indian Govt #ModiResign https://t.co/Gc3dnmTUfQ",NONE,0,0,1,just watched  cnn report on indiacovidcrisis genuinely horrified at the devastation of lives no oxygen minimum medical staff to breaking point amp so much preventable pain amp loss  it's depraved indifference to life amp criminal negligence by indian govt modiresign httpstcogc3dnmtufq
2220,"@lIJCThorntonll Here's hoping that little shitbag gets arrested. I got arrested for ""threatening"" when I didn't even make a direct threat, and our law system is fubar if crap like this keeps sliding.",PRFN,1,0,0, here's hoping that little shitbag gets arrested i got arrested for threatening when i didn't even make a direct threat and our law system is fubar if crap like this keeps sliding
2221,"@varddhan @narendramodi People are crying because of Mr Modi , it's because of Modi that people are loosing their loved ones , international media and international experts believe he is responsible for all this , Shame on people who support such petty p",HATE,0,0,0,  people are crying because of mr modi  it's because of modi that people are loosing their loved ones  international media and international experts believe he is responsible for all this  shame on people who support such petty p
2222,"Just letting him rest there for a moment while splaying his hands on ZZSs hips to feel every minute twitch. Then he starts to move his head, up and down, slowly and teasingly. He circles his tongue around the soft head of ZZSs dick and the other moans above him.",PRFN,1,0,0,just letting him rest there for a moment while splaying his hands on zzss hips to feel every minute twitch then he starts to move his head up and down slowly and teasingly he circles his tongue around the soft head of zzss dick and the other moans above him
2223,@CHLOESCLAYTON my childhood (YES TWO OF THEM ARE PONIES FUCK OFF) https://t.co/waSKYiTEuy,PRFN,1,0,0, my childhood yes two of them are ponies fuck off httpstcowaskyiteuy
2224,@CNN @cnni @clarissaward Take note. Your racist coverage of the events in India exposes your hypocrisy. You would never do the kind of filming in the US or UK as you are doing in India. Shameful. #racism #racist #cnn #India #IndiaCovidCrisis #IndiaFigh,HATE,0,0,0,   take note your racist coverage of the events in india exposes your hypocrisy you would never do the kind of filming in the us or uk as you are doing in india shameful racism racist cnn india indiacovidcrisis indiafigh
2225,"@iamkverma Like an educated (Retd. Colonel) is fighting with me, over my hashtag that I had tweeted #ModiMadeDisaster #ModiKaVaccineJumla #ModiFailsIndia",NONE,0,0,1, like an educated retd colonel is fighting with me over my hashtag that i had tweeted modimadedisaster modikavaccinejumla modifailsindia
2226,@TheIshikawaRin You wonâ€™t. But some random asshole will.,PRFN,1,0,0, you wonâ€trade markt but some random asshole will
2227,@awwhalenawl Lower Missouri does NOT! I was almost stuck in St. Louis once on a work trip for 1.5 feet of snow. The damn city was shut down bruh lol,PRFN,1,0,0, lower missouri does not i was almost stuck in st louis once on a work trip for 15 feet of snow the damn city was shut down bruh lol
2228,"The brackets that he uses for ""(still)"" is scary though.  #BengalBurning  #spinelessmodi  #IsupportModi  #SwaraBhasker  #Mr.Modi https://t.co/aAvA3EAHeF",NONE,0,0,1,the brackets that he uses for still is scary though  bengalburning  spinelessmodi  isupportmodi  swarabhasker  mrmodi httpstcoaava3eahef
2229,"None of the regional media or national media is showing this horrible inhuman incident , why are we not talking about this? why so much pin drop silence?   #JusticeForSaswati #JusticeForSaswatiJana     #Bengalisburning #BengalViolence #BengalBurning @AskAnshul @swati_gs https://t.co/w5zVf1FPoB",NONE,0,0,1,none of the regional media or national media is showing this horrible inhuman incident  why are we not talking about this why so much pin drop silence   justiceforsaswati justiceforsaswatijana     bengalisburning bengalviolence bengalburning  gs httpstcow5zvf1fpob
2230,@Bigsmok40872378 @2600Nerd He called me a whore! Heâs male Iâm a female and a male calls a woman a slur like that itâs sexist!! And he has no rights to defend himself at all !,OFFN,0,1,0,  he called me a whore heâs male iâm a female and a male calls a woman a slur like that itâs sexist and he has no rights to defend himself at all 
2231,@spencer_hooker &amp;00,NONE,0,0,1,hooker amp00
2232,Absolute twat https://t.co/jKVeQKnDqZ,NONE,0,0,1,absolute twat httpstcojkveqkndqz
2233,@piersmorgan is still a monumental wanker....of that there is no doubt. https://t.co/rIunEnmoCE,PRFN,1,0,0, is still a monumental wankerof that there is no doubt httpstcoriunenmoce
2234,@taeapoIogist i will in me bollocks,PRFN,1,0,0, i will in me bollocks
2235,@GucciGangSn6wz @eJayR6 yes fucker,PRFN,1,0,0,  yes fucker
2236,@BriefcaseMike And she aint a lady. Anyone who would sexually associate with that faff headed twat while he has cheated again &amp; again is no lady. Plus I've seen donkeys with smaller teeth. Shemay not even be human,PRFN,1,0,0, and she aint a lady anyone who would sexually associate with that faff headed twat while he has cheated again amp again is no lady plus i've seen donkeys with smaller teeth shemay not even be human
