,Unnamed: 0,_id,tweet_id,text,task_1,task_2,frac_profane,polarity
3689,5341,60c5d7495659ea5e55df1416,hi_hasoc_2021_5344,चुटिया की औलाद,HOF,PRFN,0.0,-0.11372703313827515
3690,380,60c5d7495659ea5e55df0793,hi_hasoc_2021_380,हिन्दू बहन बेटियों के बलात्कार और बेटों की हत्या के जवाब में धरना देंगे। धिक्कार है लानत है हमें धरना नहीं एक्शन चाहिए bengalburning,NOT,NONE,0.041666666666666664,-0.6471619084477425
3691,3018,60c5d7495659ea5e55df1530,hi_hasoc_2021_3018,देश दिमाग से चलता है भाषण से नही प्रधानमंत्रीइस्तीफादो resignmodi resignpmmodi harshvardhanshouldresign कंगनातुमकहाँहो modimustresign kanganaranaut presidentsruleinbengal,NOT,NONE,0.0,0.0037280917167663574
3692,2104,60c5d7495659ea5e55df10f9,hi_hasoc_2021_2104,अरे भाई अखिलेश चुप रहो। कुछ आईडिया है नही।पिता जी के बनी बनाई पार्टी की दुर्दशा किये हो। 10 साल के बच्चे जैसे बयान रहते हैं। चले है cm बनने,NOT,NONE,0.0,-0.7981949597597122
3693,5048,60c5d7495659ea5e55df0d01,hi_hasoc_2021_5051,सरकार की नाकाम व्यवस्था से यहां सब कुछ उजड़ गया समय रहते सचेत हो जाते तो आज ये दिन नही दखने पड़ते लेकिन महाशय को चुनावी रैलीयो से ही फुर्सत ना मिलीश्रीमान को कुर्सी की ज्यादा चिंता जनता की नही ये सरकार की घोर नाकामी हैं modikavaccinejumla modiresign,HOF,HATE,0.0,-0.4235648512840271
3694,4988,60c5d7495659ea5e55df1055,hi_hasoc_2021_4991,बंगाल पर कांग्रेस सहित सभी विपक्षी दल गूंगेबहरे हो गए यही भाजपा शासित होता तो गूंगे भी बोलने लगते bengalburning bengalviolence,HOF,HATE,0.0,-0.3758378028869629
3695,767,60c5d7495659ea5e55df0b9f,hi_hasoc_2021_767,यह जितने भी नेता जमाने से मुसलमानो के मसीहाशेर की खाल मे भेड़ियेबन कर बेठे है आहिस्ता आहिस्ता सब के चेहरे से नकाब उतरता जाएगा और मुसलिमो को भी धीरे धीरे दिखाई देने लगेगा आज नही तो कल मेरी बात लिख कर रख लो salonisingh justiceforshahabuddin,NOT,NONE,0.0,-0.048916637897491455
3696,3637,60c5d7495659ea5e55df1d28,hi_hasoc_2021_3637,कांग्रेस में कुत्ता बनकर रहना पड़ता है नेता नहीं।,HOF,HATE,0.1111111111111111,-0.5795241296291351
3697,3464,60c5d7495659ea5e55df1af9,hi_hasoc_2021_3464,अलविदा शेरे बिहार राजद के वरिष्ठ नेता एवं सिवान के पूर्व सांसद डॉ०मो०शहाबुद्दीन साहब को दिल्ली के ito कब्रिस्तान में सपुर्द ख़ाक हुए।अल्लाह पाक उनकी मग़फ़ेरत फ़रमाये एवं जन्नतुल फ़िरदौस में आला मुक़ाम दे।आमीन या रब्बुल आलमीन justiceforshahabuddin,NOT,NONE,0.0,0.22584448754787445
3698,1114,60c5d7495659ea5e55df0a14,hi_hasoc_2021_1114,boycottrjd justiceforshahabuddin आज से लालू और उसकी पार्टी हमारे लिए कुछ नहीं,NOT,NONE,0.0,-0.7703832387924194
3699,2450,60c5d7495659ea5e55df1398,hi_hasoc_2021_2450,ज़िंदगी और मौत दोनों से डर रहे है। बंदे में कुछ तो ख़ास बात थी। इसलिए ही लाश देने से डर रहे है। justiceforshahabuddin,NOT,NONE,0.0,-0.6986661478877068
3700,2967,60c5d7495659ea5e55df1573,hi_hasoc_2021_2967,justiceforshahabuddin सहाबुद्दीन की दहाड़ से पूरा सांसद भवन हिल जाता था जब वो खड़े होते थे तो सब पीछे हट जाते थे लेकिन आज मैं अकेला हूँ वक़्त जरूर बदलता है इंशाअल्लाह फिर बदलेगा,NOT,NONE,0.0,-0.11146160960197449
3701,2862,60c5d7495659ea5e55df153f,hi_hasoc_2021_2862,केंद्रीय मंत्री वी मुरलीधरण के काफिले पर हमला बंगाल के पश्चिमी मिडनापुर मे हमला bengalelection2021 bengalburning bengalviolence mamatabanarjee mamtabannerjee,NOT,NONE,0.0,-0.8387715108692646
3702,4757,60c5d7495659ea5e55df0b43,hi_hasoc_2021_4758,शाहेबजी उस वैश्या की तरह हैं जो रोज़ बेइज़्ज़त होकर फिर tv पर रोज़ आ जाता है जिसको कोई शर्म लिहाज़ नहीं,HOF,HATE,0.0,-0.4767118841409683
3703,3168,60c5d7495659ea5e55df1684,hi_hasoc_2021_3168,justiceforshahabuddin osamashahab matlabiduniya कौन दुनिया में समझता है किसी और का दर्द रेल का वज़न तो पटरी को पता होता है अल्लाह रब्बुलइज़्ज़त मग़फ़िरत करे,NOT,NONE,0.0,-0.04388722777366638
3704,1881,60c5d7495659ea5e55df0f8f,hi_hasoc_2021_1881,whoever was handling kanganas account has exposed modis real face who is controlling india kanganaranaut resignpmmodi कृषिकानूनरद्दकरनेपड़ेंगे,NOT,NONE,0.0,-0.16804781556129456
3705,5108,60c5d7495659ea5e55df0dce,hi_hasoc_2021_5111,साला देश को हालत बिगार्ने हरू कुकुरका सन्तान बराबर हुन्छ आमा जस्तो देश लाई समाल्न न सक्ने चुटीया हरू मरे हुन्छ न्युज सुन्दा कुन दिन कुन दिन कता को देशमा गभ्छन् भन्ने हुटहुटी हुन्छ यार,HOF,PRFN,0.02857142857142857,-0.6897577121853828
3706,968,60c5d7495659ea5e55df09b0,hi_hasoc_2021_968,presidentsruleinbengal bengalburning bengalisburning बंगालहिंसा arrestmamata,NOT,NONE,0.0,-0.4167999401688576
3707,5154,60c5d7495659ea5e55df0e17,hi_hasoc_2021_5157,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है resignmodi resignpmmodi modihataodeshbachao,NOT,NONE,0.0,-0.014434844255447388
3708,1814,60c5d7495659ea5e55df0e16,hi_hasoc_2021_1814,महामारी की ग्लोबल साजिशवुहान cd में चीन का महापाप china wuhan coronavirus covidvaccine,NOT,NONE,0.0,-0.8399740476161242
3709,1038,60c5d7495659ea5e55df0c42,hi_hasoc_2021_1038,जो आपने आज किया है वैसा ही कल आपके साथ भी होगा ऐसा मैं नहीं ऐसा कर्मा कहता हैं what you have done todaytomorrow it will happen to you karma says that thoughtoftheday thursdaymotivation tron bengalburning bengalviolence tmcgoons tmc tmckegunde bengalviolance,NOT,NONE,0.0,0.09536947309970856
3710,58,60c5d7495659ea5e55df06b6,hi_hasoc_2021_58,रूस ने अपने 4 लाख से अधिक नागरिकों को खो दिया। ये chinesevirus केवल भारत ही नहीं विश्व के सभी देशों पर आघात कर रहा। लेकिन मानवता के दुश्मन भारत का विपक्ष को चीन दोषी नहीं लगता बल्कि मोदी जी लगते हैं। ये लिबरल कांग्रेसी वामिए सब असल मे गिद्ध हैं जो आपदा मे उत्सव मनाते हैं,NOT,NONE,0.0,-0.9020255096256733
3711,727,60c5d7495659ea5e55df0888,hi_hasoc_2021_727,covid vaccine कोरोना के सभी नई स्ट्रेन के खिलाफ कारगर है स्पूतनिक लाइट वैक्सीन 794 फीसदी तक है प्रभावी covidvaccine sputniklightv sputnikv,NOT,NONE,0.0,0.17343644797801971
3712,3514,60c5d7495659ea5e55df1def,hi_hasoc_2021_3514,कबीरजीकेरहस्यमयीदोहे kabir prakat diwas 24 june कुष्टी हो संत बंदगी कीजिए। जे हो वैश्या को प्रभु विश्वास चरण चित दीजिए।। यदि किसी भक्त को कुष्ट रोग है और वह भक्ति करने लगा है तो उससे घृणा न करे। उसको प्रणाम करे। उसका हौंसला बढ़ाना चाहिए। भ,NOT,NONE,0.0,0.05479913949966431
3713,393,60c5d7495659ea5e55df07f5,hi_hasoc_2021_393,हमे गांधीगिरी वाले मोदी और शाह नही चाहिए हमे गुजरात वाले मोदी और शाह चाहिए bengalburning,NOT,NONE,0.0,-0.2511899173259735
3714,5720,60c5d7495659ea5e55df1758,hi_hasoc_2021_5723,समलिंगी संघी इन्हे जलाने की बात कर रहे थेलेकिन इन्होंने ८०० जलाए। modikavaccinejumla,HOF,HATE,0.0,-0.48968107998371124
3715,2436,60c5d7495659ea5e55df1222,hi_hasoc_2021_2436,और तुम जैसे देशद्रोही पत्रकार दलाल मीडिया वामपंथी ग़द्दार कांग्रेसी ग़द्दार और क्या चाहिए देश बर्बाद करने के लिए,HOF,OFFN,0.0,-0.8763471450656652
3716,2461,60c5d7495659ea5e55df136d,hi_hasoc_2021_2461,हर जगह islamophobia है,NOT,NONE,0.0,-0.8380202390253544
3717,5634,60c5d7495659ea5e55df16e4,hi_hasoc_2021_5637,हाथ मे कटोरा मुह मे पान बना के रहेंगे नया पाकिस्तान।। bengalburning bengalviolence,HOF,HATE,0.0,-0.3782377988100052
3718,3379,60c5d7495659ea5e55df179f,hi_hasoc_2021_3379,जरूर दीपक चौरसिया किसी गंदी नाली के कीड़े का अंश है मुझे अब ऐसा यकीन होता जा रहा है क्योंकि जिस तरह से यह अपने मालिक के आगे कुत्ते की तरह दुम हिलाता क्योंकि बड़े घर की लड़कियां बहुत हाई नस्ल के कुत्ते पालते हैं इसलिए मुझे इस पर पूरा डाउट हो रहा है कि यह कुत्ते की नस्ल का है,HOF,OFFN,0.04918032786885246,-0.2437332570552826
3719,3952,60c5d7495659ea5e55df1c37,hi_hasoc_2021_3952,जब तुम्हें पजामा पहनने नहीं आता था तक तुम्हारे मां को ताज पहनाया था शाहब ने। justiceforshahabuddin,NOT,NONE,0.0,-0.10816064476966858
3720,3097,60c5d7495659ea5e55df1516,hi_hasoc_2021_3097,लिखकर रख लीजिए पूरी दुनिया की तबाही का कारण बना कोरोना वायरस अंततः चीनी वुहानवायरस ही निकलेगा और दुष्ट चीन को वैश्विक समाज के समक्ष अपराधी के रूप में खड़ा होना और अपने पाप की सजा भुगतना होगा।,NOT,NONE,0.0,-0.7219146192073822
3721,3402,60c5d7495659ea5e55df1936,hi_hasoc_2021_3402,कुत्ता कितना भी बौक्क ले पर चाटता मालिक का पैर ही है रावत।,HOF,OFFN,0.07692307692307693,-0.2204926759004593
3722,1997,60c5d7495659ea5e55df0d28,hi_hasoc_2021_1997,मुख्तार का 24 करोड़ की अवैध जमीन कुर्क। लगे हाथ टोटी भी जप्त किया जाय योगी जी।,NOT,NONE,0.0,-0.6681428402662277
3723,3476,60c5d7495659ea5e55df1b8c,hi_hasoc_2021_3476,दीदी थोड़ा सबर कीजिए अगर दिन में चाँदसितारे ना दिखा दिए तो मेरा भी नाम नहीं। isupportmodi bangalviolence bengalburning ममताखूनीहैं,NOT,NONE,0.0,-0.1822454035282135
3724,2494,60c5d7495659ea5e55df1460,hi_hasoc_2021_2494,अस्तबल ख़ाली हो जाय पर गधा कभी घोड़ा नही बन्न सकता,NOT,NONE,0.09090909090909091,-0.49175043404102325
3725,4203,60c5d7495659ea5e55df1ab6,hi_hasoc_2021_4203,राष्ट्रपतिजीबंगालसंभालो क्योंकि रक्तपिपासू बेगम मुख्यमंत्री मोमताबानो नरभक्षक बन बैठीं हैं cruelmamata नरभक्षकममता bengalburning alivehag,HOF,OFFN,0.0,-0.22560887038707733
3726,3343,60c5d7495659ea5e55df1762,hi_hasoc_2021_3343,vaccineऔरmspदो resignpmmodi indianlivesmatter farmersprotests,NOT,NONE,0.0,-0.29396189749240875
3727,239,60c5d7495659ea5e55df059b,hi_hasoc_2021_239,बंगाल मे डायन के शासन मे दंगाईयों की मदद पुलिस कर रही है। अब महिलाओ और हिन्दुओ पर हुए अत्याचार की जाँच भी यही जेहादियों की सेवादार पुलिस करेगी। bengalburning दीदीनहींडायनममता,NOT,NONE,0.0,-0.3619392067193985
3728,4046,60c5d7495659ea5e55df1b53,hi_hasoc_2021_4046,resignpmmodi नरेंद्रमोदीग्लोबलपप्पू modi ji अब बेवकूफ बनाना बदं करो,NOT,NONE,0.0,-0.18440653383731842
3729,3794,60c5d7495659ea5e55df19c4,hi_hasoc_2021_3794,अत्याचार करना पाप है तो अत्याचार देखना और सहना भी पाप है bangalviolence resignpmmodi modimadedisater bangalburning,NOT,NONE,0.0,-0.704751767218113
3730,1541,60c5d7495659ea5e55df104c,hi_hasoc_2021_1541,prime minister narendra modi ji 𝗣𝗿𝗼𝗺𝗶𝘀𝗲𝗱 ache din 𝗕𝘂𝘁 𝗗𝗲𝗹𝗶𝘃𝗲𝗿𝗲𝗱 covidemergency lockdown2021 indiacovidcrisis 𝗠𝗲𝗮𝗻𝘄𝗵𝗶𝗹𝗲 its time 𝗧𝗼 exitmodi 𝗡𝗼𝘄 we 𝗖𝗮𝗻𝘁 say istandwithmodi मजदूरोंकेमसीहाबाबासाहेब,NOT,NONE,0.0,-0.4696490317583084
3731,6006,60c5d7495659ea5e55df1c77,hi_hasoc_2021_6011,अलविदा शेरएबिहार अल्लाह आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए justiceforshahabuddin,HOF,HATE,0.0,0.48397237062454224
3732,5016,60c5d7495659ea5e55df101e,hi_hasoc_2021_5019,आज़म खान साहब का इलाज aiims में कराया जाए… शहाबुद्दीन साहब की तरह उन्हें सिस्टम भरोसे नही छोड़ सकते justiceforshahabuddin,HOF,HATE,0.0,-0.3200647532939911
3733,2797,60c5d7495659ea5e55df14d9,hi_hasoc_2021_2797,बेल के बदले जान। राजद वालो अब सपना छोड़ दो सत्ता में आने का। bringsahebhome justiceforshahabuddin,NOT,NONE,0.0,-0.17709918320178986
3734,5576,60c5d7495659ea5e55df1792,hi_hasoc_2021_5579,चोरी जारी वैश्या वृति कबहु ना करियो कोई। पुण्य पाई नर देहि ओच्छी ठौर ना खोई।। कबीर,HOF,OFFN,0.0,-0.3249669224023819
3735,652,60c5d7495659ea5e55df07e3,hi_hasoc_2021_652,क्या ऊर्दू नाम की वजह से सबके मुंह बंद है justiceforshahabuddin,NOT,NONE,0.0,-0.6530373096466064
3736,4705,60c5d7495659ea5e55df099a,hi_hasoc_2021_4706,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है resignmodi resignpmmodi modihataodeshbachao,NOT,NONE,0.0,-0.014434844255447388
3737,5471,60c5d7495659ea5e55df1615,hi_hasoc_2021_5474,jummanmian आप सब एक साथ रहे हैं और आवाज़ उठाना सीखें वरना आज justiceforshahabuddin को जैसे बहुसंख्यकों ने मार दिया कल यह islamophobiainindia भारत को कांग्रिस मुक्त नहीं मुल्ला मुक्त बना देगा।,HOF,HATE,0.0,-0.3002313822507858
3738,6060,60c5d7495659ea5e55df1d92,hi_hasoc_2021_6065,ये हरामी सालों को,HOF,PRFN,0.25,-0.6923399791121483
3739,1352,60c5d7495659ea5e55df0ad8,hi_hasoc_2021_1352,हजारों सर झुक जाएंगे मोदी तेरे सम्मान में एक बार दोहरा दो गुजरात वाला पश्चिम बंगाल में जय श्री राम bengalburning savebjpkaryakartas arrestmamatabanerjee arrestmamta,NOT,NONE,0.0,0.06446969509124756
3740,588,60c5d7495659ea5e55df084c,hi_hasoc_2021_588,बंगाल के जाधवपुर में बीजेपी नेता रिंकू नस्कर के घर तोड़फोड़ live tv bengal bengalvoilence bengalburning,NOT,NONE,0.0,-0.7167227435857058
3741,4636,60c5d7495659ea5e55df0c77,hi_hasoc_2021_4637,वाह क्या सीन है। एक ऐसे राक्षस के लिए जो लोगों को एसिड में डुबाकर तड़पा तड़पा कर मारता था कुछ लोग धर्म के ऐंगल से बचाव कर रहे हैं। यही लोग इसी बात के लिए दूसरे की आलोचना भी करते हैं। कमाल है। justiceforshahabuddin,HOF,HATE,0.0,0.05934068560600281
3742,862,60c5d7495659ea5e55df0c74,hi_hasoc_2021_862,कोर्ट हाथ तक जोड़ रहा है कि भैया 15 दिन का लॉक डाउन लगा दो प्रदेश बचा लो भैया बोले सब ठीक है कोरोना तो आई गई है अभी असली निशाना तो 2 मई है modikavaccinejumla,NOT,NONE,0.0,-0.1649937778711319
3743,2196,60c5d7495659ea5e55df10b8,hi_hasoc_2021_2196,3 मई दिन सोमवार से 7 दिन के लिए सारे हरियाणा में पूर्ण लॉक डाउन घोषित । indiacovidcrisis haryanafightscorona indiafightscovid19 oxygencrisis,NOT,NONE,0.0,-0.11004456877708435
3744,3547,60c5d7495659ea5e55df1b00,hi_hasoc_2021_3547,श्मशान में मृत शरीर मोदी बीजेपी और आरएसएस के बारे में अधिक सत्य बोल रहे हैं। modiresign resignmodi resignpmmodi resignpmmodi modimustresign modiresignorrepeal modikavaccinejumla modihataodeshbachao modimadedisaster bjpmpmlamissing bjpdestroyedindia,NOT,NONE,0.0,-0.19284100830554962
3745,3233,60c5d7495659ea5e55df174c,hi_hasoc_2021_3233,देश की कोई फिक्र नहीं कुर्सी से इनको प्यार है देश को बेचा मोदी ने विकास की आशा करना बेकार है। resignmodi,NOT,NONE,0.0,-0.5438312441110611
3746,1746,60c5d7495659ea5e55df108f,hi_hasoc_2021_1746,मुख्यमंत्री जी पुलिस की मिलीभगत होने की वजह से अवैध बजरी से भरे ट्रैक्टर ट्रॉली सड़कों पर सरपट दौड़ रहे हैं दलितों पर कुछ समुदाय विशेष लोगों का अत्याचार चरम पर है। राजस्थान में कांग्रेस की सरकार बनवाने वाले खुद कांग्रेसी कार्यकर्ताओं को सुनी नहीं जा रही बजरीमाफिया,NOT,NONE,0.0,-0.6955937705934048
3747,3199,60c5d7495659ea5e55df17fb,hi_hasoc_2021_3199,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है resignmodi resignpmmodi modihataodeshbachao,NOT,NONE,0.0,-0.014434844255447388
3748,2401,60c5d7495659ea5e55df10c2,hi_hasoc_2021_2401,बंगाल में bsf जवानों के घरों पर हो रहे हैं हमले bsf अधिकारियों ने की कड़ी कार्रवाई की मांग bengalburning,NOT,NONE,0.0,-0.5898311212658882
3749,3517,60c5d7495659ea5e55df1945,hi_hasoc_2021_3517,enough is enough thanks for your acche din now resignpmmodi no more istandwithmodi just exitmodi vaccineऔरmspदो कोरोनाकोचुनावमेबढ़त,NOT,NONE,0.0,0.032993048429489136
3750,4231,60c5d7495659ea5e55df1c3f,hi_hasoc_2021_4231,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है resignmodi resignpmmodi modihataodeshbachao,NOT,NONE,0.0,-0.014434844255447388
3751,5558,60c5d7495659ea5e55df1747,hi_hasoc_2021_5561,कांग्रेस पार्टी की नजर में370हटाना भी देश के लिए गलत है उसका भी विरोध कर रहे थे फिर वह तो वापस बहाल नहीं करवाई एक कुत्ता रेलगाड़ी के डिब्बो की छाया में रेलगाड़ी के बराबर चल रहा था उस कुत्ते के मन में भी यही विचार था कि गाड़ी मेरे दौड़ने से चल रही है,HOF,HATE,0.03636363636363636,-0.45178069174289703
3752,5833,60c5d7495659ea5e55df18c2,hi_hasoc_2021_5837,ये कोन दोगला है सुवर की औलाद,HOF,OFFN,0.0,-0.18860024213790894
3753,2523,60c5d7495659ea5e55df141a,hi_hasoc_2021_2523,औरत बिके तो वैश्या और पुरुष बिके तो दुल्हा लानत है ऐसे दोगले समाज पर। क्या आपको नही लगता कि दहेजप्रथा बंद होनी चाहिएं,NOT,NONE,0.0,-0.6855830624699593
3754,940,60c5d7495659ea5e55df0a9a,hi_hasoc_2021_940,महामारी का दौर कांग्रेस के 70 साल बनाम भाजपा के 7 साल modikavaccinejumla,NOT,NONE,0.0,0.005361407995223999
3755,221,60c5d7495659ea5e55df0520,hi_hasoc_2021_221,अभी तो दुनिया को साफ दिख रहा है कौन कुत्ता है और कौन गाड़ी और देश चला रहा है,NOT,NONE,0.05263157894736842,-0.24376025795936584
3756,4794,60c5d7495659ea5e55df0907,hi_hasoc_2021_4796,आज से आपका पतन स्टार्ट हो गया है । justiceforshahabuddin,HOF,OFFN,0.0,-0.7603696808218956
3757,5413,60c5d7495659ea5e55df147c,hi_hasoc_2021_5416,व्यक्ति भले ही मिट्टी में तदफिन हो जाये लेकिन उसके विचार और उनके द्वारा किये गए नेक कार्य हमेशा जिंदा रहता है साहब को हमेशा सिवान के विकास हेतु समर्ण किया जाएगा justiceforshahabuddin,HOF,HATE,0.0,0.47208863496780396
3758,1257,60c5d7495659ea5e55df098b,hi_hasoc_2021_1257,लिखने मैं कोई टैक्स थोड़ी लगता हैं आप सब लिखते रहिए जब तक ये हैसटैग नम्बर 1 ना पहुंच जाए justiceforshahabuddin,NOT,NONE,0.0,-0.26766011118888855
3759,1570,60c5d7495659ea5e55df0f01,hi_hasoc_2021_1570,आंसू तमाम शहर की आंख में है मगर हकीम बता रहा सब ठीकठाक है modimustresign resignpmmodi modiresign modikavaccinejumla modiresignorrepeal modifailsindia farmlawsnextpandemic,NOT,NONE,0.0,-0.07170215249061584
3760,3122,60c5d7495659ea5e55df1539,hi_hasoc_2021_3122,modi key kutsit irradey key aagey yogiji pust hain “हीरे को परखना है तो अंधेरे का इंतज़ार करो धूप में तो काँच के टुकड़े भी चमकने लगते हैं” heera hain yogiji or kaanch ka tukda hai modiji resignpmmodi,NOT,NONE,0.0,0.05904555320739746
3761,5815,60c5d7495659ea5e55df1cb9,hi_hasoc_2021_5819,दुष्ट,HOF,OFFN,0.0,-0.8002149946987629
3762,5173,60c5d7495659ea5e55df0ddc,hi_hasoc_2021_5176,ये चुटिया peaceful community से आता h क्या,HOF,OFFN,0.0,-0.18027515709400177
3763,2141,60c5d7495659ea5e55df11f4,hi_hasoc_2021_2141,जय श्री राम दुर्जनस्वस्वभावेन परकार्ये विनश्यति नोदर तृप्तिमायाती मूषकवस्त्रभक्षक अर्थात – दुष्ट व्यक्ति का स्वभाव ही दूसरे के कार्य बिगाड़ने का होता है वस्त्रों को काटने वाला चूहा पेट भरने के लिए कपड़े नहीं कटता यथार्थसत्य,NOT,NONE,0.0,-0.1393914818763733
3764,857,60c5d7495659ea5e55df0bc7,hi_hasoc_2021_857,कांग्रेस अपने युवराज को हीरो बनाने के लिए करोड़ों रुपये खर्च करती हैं भक्त लोग 399₹का रिचार्ज करके उसे फिर से गधा बना देते हैं,NOT,NONE,0.04,-0.5636545568704605
3765,2975,60c5d7495659ea5e55df1651,hi_hasoc_2021_2975,ops banevm पुरानीपेंशनबहालकरो farmersprotest speakupforfarmers stopprivatization modimadedisaster npsभारतछोड़ो npsquitindia npsनिजीकरणभारतछोड़ो opsकर्मचारीकाअधिकार npsनिजीकरणकेख़िलाफ़इंक़लाब स्वास्थ्यक्षेत्रमेबजटबढ़ाओ resignpmmodi vaccineऔरmspदो,NOT,NONE,0.0,-0.18057140707969666
3766,1802,60c5d7495659ea5e55df0cd2,hi_hasoc_2021_1802,पलायन नही प्रतिगात करो सुनो द्रोपदी शस्त्र उठा लो अब गोविंद ना आएंगे bengalburning,NOT,NONE,0.0,-0.5206662192940712
3767,2324,60c5d7495659ea5e55df1176,hi_hasoc_2021_2324,आर्केस्ट्रा में फूहड़ भोजपुरी गीतन प डांड़ हिलावे वाला के भी हम खेसरिया मामला में विरोध करत देख रहल बानी। माने हद बा। अचानक से भोजपुरी खाती चिंता भाई रे रहे दे तोहरा से ने होई।,NOT,NONE,0.0,-0.2579370439052582
3768,1849,60c5d7495659ea5e55df1073,hi_hasoc_2021_1849,सड़क पर बैठी गाय किसी का क्या बिगाड़ रही थी जो इस सुअर के पिल्ले ने कुचल कर उसको मार डाला आदरणीय श्री मुख्यमंत्री जी से निवेदन करता हूं कि इस को कड़ी से कड़ी सजा दी जाए,NOT,NONE,0.0,-0.6896038874983788
3769,1889,60c5d7495659ea5e55df100b,hi_hasoc_2021_1889,जब शेर जिंदा था तो कुछ नहीं बिगाङ पाए जालिम उसकी लाश से लङकर जंग क्या बिगाङ पाए जालिम। justiceforshahabuddin,NOT,NONE,0.0,-0.3043552339076996
3770,4379,60c5d7495659ea5e55df066c,hi_hasoc_2021_4380,रावण का पता नहीं पर मोदी सिस्टम ने भारत जला दिया कभी हिन्दूमुसलमान से कभी झुठे राष्ट्रवादपाक चाइना कभी नोटबंदीgst और अब कोरोनानये कृषि कानून से जल ही रहा है farmersprotest रोहितसरदाना rohitsardana yogijhootahai aajtak modikavaccinejumla,HOF,OFFN,0.0,-0.33211736381053925
3771,3401,60c5d7495659ea5e55df1927,hi_hasoc_2021_3401,कुछ दोस्त सीधे साधे भी अच्छे नहीं लगते और कुछ कमीने जान से भी प्यारे होते है,NOT,NONE,0.0,-0.20678755640983582
3772,4844,60c5d7495659ea5e55df0c84,hi_hasoc_2021_4847,कल से 18 से ऊपर वालो को हवा की वैक्सीन लगेगी modikavaccinejumla,NOT,NONE,0.0,0.097292959690094
3773,195,60c5d7495659ea5e55df0592,hi_hasoc_2021_195,justiceforshahabuddin मैं आपलोगो के साथ अब नहीं हु अभी अनफॉलो करता हु,NOT,NONE,0.0,-0.3029533177614212
3774,4168,60c5d7495659ea5e55df1cf6,hi_hasoc_2021_4168,पश्चिम बंगाल में चुनाव के बाद tmc के कार्यकर्ताओं द्वारा भाजपा कार्यकर्ताओं पर किये हमले के विरोध में भाजपा दिल्ली का प्रदर्शन। bengalburning,NOT,NONE,0.0,-0.556229367852211
3775,3026,60c5d7495659ea5e55df15b0,hi_hasoc_2021_3026,नायक फिल्म में अमरस पूरी चुनाव हारने के बाद राज्य में दंगे खून खराबा करवा देता है । समझ जाओ dogecoin cryptocurrency doge votebinface matury2021 bengalburning mamtabannerjee modiresignorrepeal tejasvisurya bangalviolence kanganaranaut,NOT,NONE,0.0,-0.4954943060874939
3776,4793,60c5d7495659ea5e55df0cba,hi_hasoc_2021_4795,राजद को बिहार में सिर्फ मुसलमान का वोट चाहिए।। अभी भी आंख खोल लो जुमनो नही तो तुम्हारे आने वाली नस्ले भी गुलामी करेगी इन यादवो की justiceforshahabuddin,HOF,HATE,0.0,-0.305181622505188
3777,5853,60c5d7495659ea5e55df1891,hi_hasoc_2021_5857,दोस्तों आओ हम सब सर्वसम्मति से महान अर्थशास्त्री धुरंधर वैज्ञानिक अंतर्राष्ट्रीय किसान भयंकर सवर्णदलित मसीहा चुदित राज जी को खांग्रेस अध्यक्ष एवं पलधानमंतली बनाएं सभी समस्याएं समाप्त उदितराजकोअध्यक्षबनाओबे covidvaccine,HOF,OFFN,0.0,0.20625628530979156
3778,4948,60c5d7495659ea5e55df0d98,hi_hasoc_2021_4951,तेरी टाइमलाइन देखी अभी तू इस्लामोफोबिक है islamophobiainindia islamophobia islamophobie,HOF,HATE,0.0,-0.4244854748249054
3779,4238,60c5d7495659ea5e55df1cb3,hi_hasoc_2021_4238,सोचता था कि वो कितने मासूम थेक्या से क्या हो गए देखते देखते bengalburning,NOT,NONE,0.0,-0.3957875818014145
3780,2126,60c5d7495659ea5e55df1274,hi_hasoc_2021_2126,मोदी भारत के प्रधानमंत्री बनते हैं तो यह भारत के लिए डिजास्टर होगा मनमोहन सिंह जी यह भविष्यवाणी आज सच हो गई है jammu fightagainstcovid19 andhbhakt deshbacho modiresign modikavaccinejumla,NOT,NONE,0.0,0.08150830864906311
3781,2759,60c5d7495659ea5e55df1329,hi_hasoc_2021_2759,please ask him to arrange covidvaccine first बाढ़ आने तक हम ज़िंदा रहेंगे या नहीं पता नहीं। covidvaccination,NOT,NONE,0.0,-0.25708046555519104
3782,5395,60c5d7495659ea5e55df133a,hi_hasoc_2021_5398,nusratjahan सतभक्तिसंदेश नक बेसर नक पर बनि पहरें थी हार हमेल। सुन्दरी से कुतिया बनी सुन साहेब प्रभु के खेल।।,HOF,OFFN,0.05,-0.038058847188949585
3783,1761,60c5d7495659ea5e55df0d95,hi_hasoc_2021_1761,भाईयो आप सभी से हाथ जोड़ कर निवेदन है कि इन विडियों को ज़्यादा से ज़्यादा रिट्वीट करो ताकि ये ट्रैक्टर वाला सूअर पकडा जाऐ,NOT,NONE,0.04,-0.14327463507652283
